Ad Title,Brand,Platform,Date of Release,View Count,Celebrity Featured,Ad Copy / Script,Ad Link,Source
Spar Werbespot 2011,Spar,TikTok,2023-09-19,6590348,,Erste Bank – Weil du zählst.,http://schilcher-haslauer.at/,Statista AT
Red Bull Werbespot 2020,Red Bull,TV,2024-05-04,3263098,Marcel Hirscher,XXXLutz macht Wohnen zum Erlebnis.,https://karl.com/,Horizont.at
A1 Telekom Werbespot 1989,A1 Telekom,TikTok,2024-06-24,1432564,,Magenta – So geht Internet heute.,http://www.haeusler.net/,YouTube Leaderboard
Billa Werbespot 2022,Billa,Instagram,2023-01-10,2261559,Marcel Hirscher,Mit Hofer wird’s g’scheit günstig.,https://ritter.net/,YouTube Leaderboard
Spar Werbespot 1984,Spar,TV,2023-10-06,2324935,Christoph Waltz,Magenta – So geht Internet heute.,https://neuhauser.at/,ORF
Hofer Werbespot 1991,Hofer,Instagram,2024-08-10,2121410,Conchita Wurst,Spar – wo Qualität auf Preis trifft.,https://www.wiesinger.co.at/,Statista AT
Lidl Österreich Werbespot 1983,Lidl Österreich,Facebook,2022-01-02,3850821,,XXXLutz macht Wohnen zum Erlebnis.,http://www.loibl.com/,YouTube Leaderboard
Erste Bank Werbespot 2017,Erste Bank,TV,2021-12-28,2796839,Armin Assinger,Bei Lidl Österreich ist mehr für dich drin.,https://muehlboeck-kremser.at/,Statista AT
ÖBB Werbespot 2016,ÖBB,Instagram,2020-07-22,3622270,Petra Frey,Bei Lidl Österreich ist mehr für dich drin.,http://putz-lercher.co.at/,YouTube Leaderboard
Erste Bank Werbespot 2002,Erste Bank,TikTok,2025-04-16,7956351,DJ Ötzi,Spar – wo Qualität auf Preis trifft.,https://ulrich.at/,Statista AT
ÖBB Werbespot 1989,ÖBB,TV,2020-07-13,2687120,Christoph Waltz,Schneller surfen mit A1 – Österreichs schnellstes Netz.,https://www.wallner.co.at/,Statista AT
Lidl Österreich Werbespot 1985,Lidl Österreich,Instagram,2022-03-19,3164580,Anna Veith,Schneller surfen mit A1 – Österreichs schnellstes Netz.,http://kurz.at/,Statista AT
ÖBB Werbespot 2002,ÖBB,TikTok,2021-06-04,1686044,Conchita Wurst,Bei Lidl Österreich ist mehr für dich drin.,http://www.heinzl.com/,Horizont.at
Billa Werbespot 2018,Billa,TikTok,2022-08-22,235788,,Mit Hofer wird’s g’scheit günstig.,https://ludwig-heinzl.co.at/,YouTube Leaderboard
Hofer Werbespot 2001,Hofer,YouTube,2022-11-13,6879981,Marcel Hirscher,Magenta – So geht Internet heute.,https://www.nemeth.com/,Statista AT
Billa Werbespot 2008,Billa,Instagram,2022-09-14,2040220,,Schneller surfen mit A1 – Österreichs schnellstes Netz.,https://www.buchberger-kargl.com/,YouTube Leaderboard
XXXLutz Werbespot 2013,XXXLutz,YouTube,2023-01-24,3777044,Manuel Rubey,Bei Lidl Österreich ist mehr für dich drin.,https://schramm.com/,Statista AT
Lidl Österreich Werbespot 1982,Lidl Österreich,TikTok,2021-07-28,4259774,Manuel Rubey,Magenta – So geht Internet heute.,http://www.kroell.co.at/,Horizont.at
Red Bull Werbespot 2019,Red Bull,TikTok,2020-07-07,4991322,DJ Ötzi,XXXLutz macht Wohnen zum Erlebnis.,https://zeiner-koessler.net/,Meta Ads Library
A1 Telekom Werbespot 1996,A1 Telekom,Instagram,2020-08-06,1405348,,Bei Lidl Österreich ist mehr für dich drin.,http://schranz.org/,Meta Ads Library
Lidl Österreich Werbespot 2013,Lidl Österreich,TV,2024-05-06,6323960,,Erste Bank – Weil du zählst.,https://unterweger.org/,Statista AT
Spar Werbespot 1982,Spar,YouTube,2022-10-18,2180454,Armin Assinger,Spar – wo Qualität auf Preis trifft.,http://schoenauer.org/,Horizont.at
Magenta Werbespot 2021,Magenta,TikTok,2021-11-08,5778547,,Bei Lidl Österreich ist mehr für dich drin.,https://www.kitzler.com/,YouTube Leaderboard
Hofer Werbespot 1998,Hofer,TV,2023-02-12,3894455,DJ Ötzi,Bei Lidl Österreich ist mehr für dich drin.,https://hummel.at/,Horizont.at
Billa Werbespot 2002,Billa,YouTube,2020-10-02,4059777,DJ Ötzi,XXXLutz macht Wohnen zum Erlebnis.,http://moser.net/,ORF
XXXLutz Werbespot 2006,XXXLutz,YouTube,2022-11-01,6983598,Conchita Wurst,Red Bull verleiht dir Flüüügel.,https://www.fichtinger.com/,ORF
Erste Bank Werbespot 1997,Erste Bank,TV,2025-02-21,6588933,DJ Ötzi,Spar – wo Qualität auf Preis trifft.,https://www.weigl-schreiner.co.at/,Horizont.at
Hofer Werbespot 2023,Hofer,TV,2020-12-26,828921,DJ Ötzi,Mit Hofer wird’s g’scheit günstig.,https://geisler.at/,Statista AT
ÖBB Werbespot 1970,ÖBB,Instagram,2024-02-22,384828,Conchita Wurst,XXXLutz macht Wohnen zum Erlebnis.,https://www.pokorny.net/,Meta Ads Library
ÖBB Werbespot 2023,ÖBB,YouTube,2021-01-17,5690256,,Red Bull verleiht dir Flüüügel.,http://langer.net/,YouTube Leaderboard
Magenta Werbespot 1996,Magenta,TikTok,2020-05-03,1353315,Christoph Waltz,Erste Bank – Weil du zählst.,http://www.kogler.com/,Horizont.at
XXXLutz Werbespot 2021,XXXLutz,Facebook,2024-10-24,6702060,Petra Frey,Magenta – So geht Internet heute.,http://www.aichholzer.co.at/,YouTube Leaderboard
Billa Werbespot 1985,Billa,TV,2023-03-24,3328385,,"Jetzt neu bei Billa – frisch, regional, leiwand.",https://www.kopp.org/,Horizont.at
A1 Telekom Werbespot 1990,A1 Telekom,TikTok,2021-09-19,3613350,Petra Frey,Magenta – So geht Internet heute.,http://www.hubmann-list.org/,Meta Ads Library
A1 Telekom Werbespot 2010,A1 Telekom,Instagram,2024-10-03,6320963,Anna Veith,XXXLutz macht Wohnen zum Erlebnis.,https://fellner.net/,Horizont.at
Spar Werbespot 1994,Spar,Facebook,2021-11-25,3078494,,Erste Bank – Weil du zählst.,http://haller.co.at/,YouTube Leaderboard
Hofer Werbespot 1984,Hofer,Instagram,2020-06-26,5636251,Conchita Wurst,Mit Hofer wird’s g’scheit günstig.,http://www.schramm-rossmann.at/,Horizont.at
ÖBB Werbespot 1995,ÖBB,TV,2022-06-22,5138026,,Magenta – So geht Internet heute.,http://www.eisl.at/,Horizont.at
Spar Werbespot 1973,Spar,Instagram,2021-04-13,7102717,DJ Ötzi,Mit Hofer wird’s g’scheit günstig.,https://farkas-paul.com/,Horizont.at
Billa Werbespot 2002,Billa,Instagram,2021-08-07,7716468,,Bei Lidl Österreich ist mehr für dich drin.,http://www.ladner-salzer.at/,Horizont.at
Spar Werbespot 2015,Spar,Facebook,2024-09-21,2637192,,XXXLutz macht Wohnen zum Erlebnis.,https://www.trauner-zach.at/,YouTube Leaderboard
Erste Bank Werbespot 2004,Erste Bank,Facebook,2021-04-19,3141518,Conchita Wurst,Red Bull verleiht dir Flüüügel.,https://www.mohr.org/,Horizont.at
XXXLutz Werbespot 1983,XXXLutz,TikTok,2022-07-15,1166514,Manuel Rubey,Bei Lidl Österreich ist mehr für dich drin.,http://kurz.at/,Statista AT
XXXLutz Werbespot 2007,XXXLutz,TV,2024-07-09,5340974,Christoph Waltz,ÖBB – Nachhaltig ans Ziel.,http://harrer-adam.at/,YouTube Leaderboard
Magenta Werbespot 2015,Magenta,TV,2021-01-20,2432921,Christoph Waltz,Red Bull verleiht dir Flüüügel.,http://doppler.at/,YouTube Leaderboard
ÖBB Werbespot 2019,ÖBB,TikTok,2021-02-27,459723,Petra Frey,Erste Bank – Weil du zählst.,https://www.huter-himmelbauer.net/,Meta Ads Library
Hofer Werbespot 1973,Hofer,Facebook,2021-02-23,6848526,Christoph Waltz,Magenta – So geht Internet heute.,http://www.klement-stolz.com/,Horizont.at
Magenta Werbespot 1998,Magenta,TV,2021-04-14,3442067,,Mit Hofer wird’s g’scheit günstig.,http://www.walder.co.at/,Statista AT
Hofer Werbespot 1992,Hofer,Facebook,2023-05-04,703491,Petra Frey,Bei Lidl Österreich ist mehr für dich drin.,https://dorner.com/,Meta Ads Library
A1 Telekom Werbespot 1982,A1 Telekom,YouTube,2021-04-07,2315633,Marcel Hirscher,Spar – wo Qualität auf Preis trifft.,https://hofbauer-uhl.net/,Horizont.at
Erste Bank Werbespot 2016,Erste Bank,TV,2024-05-13,4755019,Christoph Waltz,Mit Hofer wird’s g’scheit günstig.,https://www.felder.at/,Horizont.at
Magenta Werbespot 1980,Magenta,TikTok,2021-03-07,968034,Conchita Wurst,Schneller surfen mit A1 – Österreichs schnellstes Netz.,https://schatzl.org/,Horizont.at
ÖBB Werbespot 1995,ÖBB,YouTube,2023-05-08,6385376,,Mit Hofer wird’s g’scheit günstig.,http://www.meixner-engl.net/,Horizont.at
A1 Telekom Werbespot 1999,A1 Telekom,YouTube,2020-09-08,6183920,Manuel Rubey,Spar – wo Qualität auf Preis trifft.,http://jank.org/,ORF
Red Bull Werbespot 2022,Red Bull,Instagram,2025-03-15,2934075,Petra Frey,XXXLutz macht Wohnen zum Erlebnis.,http://neuner.org/,Statista AT
Spar Werbespot 1976,Spar,Facebook,2023-12-24,6810667,Anna Veith,Bei Lidl Österreich ist mehr für dich drin.,http://sammer-schartner.net/,ORF
Lidl Österreich Werbespot 1980,Lidl Österreich,TV,2025-01-17,1402354,,Bei Lidl Österreich ist mehr für dich drin.,http://www.fritsch.net/,YouTube Leaderboard
A1 Telekom Werbespot 2003,A1 Telekom,YouTube,2021-09-14,4792130,Anna Veith,Erste Bank – Weil du zählst.,http://hauer-kaltenbrunner.com/,Horizont.at
Erste Bank Werbespot 1973,Erste Bank,TikTok,2024-08-10,1422451,,Erste Bank – Weil du zählst.,http://suppan-harrer.at/,ORF
Erste Bank Werbespot 2001,Erste Bank,Instagram,2024-01-29,7999287,,ÖBB – Nachhaltig ans Ziel.,https://www.lettner-jenewein.at/,Meta Ads Library
Billa Werbespot 2003,Billa,YouTube,2020-06-13,2336358,Manuel Rubey,Red Bull verleiht dir Flüüügel.,http://berger-peter.org/,YouTube Leaderboard
A1 Telekom Werbespot 1970,A1 Telekom,Instagram,2021-01-26,6959809,Christoph Waltz,Spar – wo Qualität auf Preis trifft.,https://www.schaller.com/,Statista AT
Hofer Werbespot 1973,Hofer,TikTok,2022-03-12,5314972,Christoph Waltz,Schneller surfen mit A1 – Österreichs schnellstes Netz.,https://spreitzer.net/,Statista AT
XXXLutz Werbespot 2018,XXXLutz,YouTube,2023-05-22,5325254,Petra Frey,XXXLutz macht Wohnen zum Erlebnis.,https://www.singer.co.at/,Statista AT
Magenta Werbespot 1970,Magenta,Instagram,2023-03-15,3824263,Marcel Hirscher,Mit Hofer wird’s g’scheit günstig.,https://neumueller.at/,ORF
Lidl Österreich Werbespot 1973,Lidl Österreich,YouTube,2021-09-11,6141501,Armin Assinger,Mit Hofer wird’s g’scheit günstig.,https://www.schoepf.at/,ORF
Spar Werbespot 1987,Spar,TV,2021-12-18,1837289,,Magenta – So geht Internet heute.,http://www.hacker-loidl.co.at/,YouTube Leaderboard
Hofer Werbespot 2018,Hofer,Instagram,2023-03-04,6958649,Marcel Hirscher,Schneller surfen mit A1 – Österreichs schnellstes Netz.,http://rettenbacher.org/,ORF
Magenta Werbespot 1978,Magenta,Facebook,2024-02-17,4759144,,Mit Hofer wird’s g’scheit günstig.,https://www.aichholzer-oberhauser.at/,ORF
Red Bull Werbespot 2007,Red Bull,YouTube,2023-12-24,5262774,Armin Assinger,Mit Hofer wird’s g’scheit günstig.,https://www.polzer.co.at/,Meta Ads Library
Spar Werbespot 1977,Spar,TV,2023-08-05,3839551,Christoph Waltz,"Jetzt neu bei Billa – frisch, regional, leiwand.",https://rauter-schimpl.co.at/,Statista AT
A1 Telekom Werbespot 1988,A1 Telekom,Instagram,2023-09-07,1343599,Christoph Waltz,Schneller surfen mit A1 – Österreichs schnellstes Netz.,https://streicher-fellinger.co.at/,Meta Ads Library
ÖBB Werbespot 1998,ÖBB,YouTube,2024-08-27,3129251,Marcel Hirscher,Red Bull verleiht dir Flüüügel.,https://schoeberl.co.at/,Meta Ads Library
XXXLutz Werbespot 1983,XXXLutz,Instagram,2022-01-30,6100031,,Spar – wo Qualität auf Preis trifft.,https://felder.co.at/,Statista AT
Spar Werbespot 2004,Spar,YouTube,2024-11-29,1800306,Conchita Wurst,Mit Hofer wird’s g’scheit günstig.,https://www.pfister-maurer.org/,Meta Ads Library
Billa Werbespot 2008,Billa,Facebook,2023-11-07,4367414,,Mit Hofer wird’s g’scheit günstig.,https://neuner.at/,Meta Ads Library
Red Bull Werbespot 1995,Red Bull,YouTube,2021-07-14,7227057,DJ Ötzi,Magenta – So geht Internet heute.,http://www.hinterleitner.com/,YouTube Leaderboard
Hofer Werbespot 2016,Hofer,Facebook,2022-06-06,3223423,Conchita Wurst,XXXLutz macht Wohnen zum Erlebnis.,http://www.steindl.org/,Meta Ads Library
Spar Werbespot 1972,Spar,Instagram,2023-05-08,7400271,DJ Ötzi,Schneller surfen mit A1 – Österreichs schnellstes Netz.,https://www.weiss.org/,YouTube Leaderboard
XXXLutz Werbespot 1985,XXXLutz,Facebook,2025-01-26,583878,Christoph Waltz,ÖBB – Nachhaltig ans Ziel.,https://www.steindl.com/,Horizont.at
Red Bull Werbespot 2017,Red Bull,Facebook,2020-09-11,3701821,,Erste Bank – Weil du zählst.,https://steinlechner-scherr.com/,YouTube Leaderboard
Billa Werbespot 2007,Billa,TikTok,2020-10-03,5769334,Manuel Rubey,Mit Hofer wird’s g’scheit günstig.,http://reinisch.co.at/,YouTube Leaderboard
Spar Werbespot 2013,Spar,Facebook,2023-06-05,6321971,Conchita Wurst,XXXLutz macht Wohnen zum Erlebnis.,http://www.lichtenegger-geisler.at/,Horizont.at
XXXLutz Werbespot 1982,XXXLutz,TV,2021-10-10,2648247,DJ Ötzi,Red Bull verleiht dir Flüüügel.,http://lang.org/,YouTube Leaderboard
Erste Bank Werbespot 1987,Erste Bank,YouTube,2021-05-28,2091775,,ÖBB – Nachhaltig ans Ziel.,http://kaltenbrunner.co.at/,Horizont.at
Lidl Österreich Werbespot 1972,Lidl Österreich,Instagram,2021-08-09,6544471,,"Jetzt neu bei Billa – frisch, regional, leiwand.",https://www.reichmann.com/,ORF
A1 Telekom Werbespot 2003,A1 Telekom,TikTok,2025-03-03,4284185,,Spar – wo Qualität auf Preis trifft.,https://www.jovanovic.co.at/,Statista AT
Erste Bank Werbespot 2005,Erste Bank,YouTube,2020-11-16,6585004,,Spar – wo Qualität auf Preis trifft.,http://ofner.com/,Statista AT
XXXLutz Werbespot 1985,XXXLutz,Facebook,2022-02-10,4200802,Conchita Wurst,Bei Lidl Österreich ist mehr für dich drin.,https://humer-hafner.org/,Meta Ads Library
Magenta Werbespot 2006,Magenta,Instagram,2024-05-03,7844325,Armin Assinger,Erste Bank – Weil du zählst.,http://www.keplinger.org/,YouTube Leaderboard
XXXLutz Werbespot 2012,XXXLutz,TV,2022-05-16,3075301,,ÖBB – Nachhaltig ans Ziel.,http://stock-enzinger.net/,YouTube Leaderboard
Hofer Werbespot 1987,Hofer,YouTube,2024-11-22,4937162,Conchita Wurst,XXXLutz macht Wohnen zum Erlebnis.,https://www.teufl.org/,Meta Ads Library
Erste Bank Werbespot 2024,Erste Bank,YouTube,2024-08-16,7749156,Anna Veith,"Jetzt neu bei Billa – frisch, regional, leiwand.",https://huter.co.at/,Statista AT
Magenta Werbespot 1991,Magenta,TikTok,2024-09-01,6444985,Marcel Hirscher,Magenta – So geht Internet heute.,http://www.staudacher.org/,Statista AT
XXXLutz Werbespot 1970,XXXLutz,TikTok,2020-11-08,4520180,Conchita Wurst,Bei Lidl Österreich ist mehr für dich drin.,http://www.lampert.co.at/,YouTube Leaderboard
Erste Bank Werbespot 2006,Erste Bank,Instagram,2024-01-01,672880,Conchita Wurst,ÖBB – Nachhaltig ans Ziel.,http://www.ludwig.com/,YouTube Leaderboard
Billa Werbespot 1972,Billa,Instagram,2021-01-15,3287693,,Bei Lidl Österreich ist mehr für dich drin.,http://www.stiegler.org/,Meta Ads Library
Erste Bank Werbespot 1974,Erste Bank,Facebook,2025-03-10,495750,Manuel Rubey,Spar – wo Qualität auf Preis trifft.,http://kral-lindinger.net/,Meta Ads Library
XXXLutz Werbespot 1999,XXXLutz,TV,2022-12-28,5146317,Conchita Wurst,Bei Lidl Österreich ist mehr für dich drin.,http://ernst.org/,Meta Ads Library
Erste Bank Werbespot 1974,Erste Bank,Facebook,2025-04-12,1011960,,"Jetzt neu bei Billa – frisch, regional, leiwand.",http://www.moerth-eichhorn.com/,YouTube Leaderboard
Red Bull Werbespot 2023,Red Bull,TV,2022-11-11,2918373,Christoph Waltz,ÖBB – Nachhaltig ans Ziel.,http://konrad-kreidl.at/,Horizont.at
Erste Bank Werbespot 2002,Erste Bank,Instagram,2021-08-17,1074771,Christoph Waltz,Schneller surfen mit A1 – Österreichs schnellstes Netz.,http://www.krammer.org/,Meta Ads Library
Red Bull Werbespot 1990,Red Bull,TV,2021-07-10,2291538,DJ Ötzi,ÖBB – Nachhaltig ans Ziel.,https://penz.co.at/,Meta Ads Library
Erste Bank Werbespot 1978,Erste Bank,YouTube,2020-08-26,4171987,,Mit Hofer wird’s g’scheit günstig.,http://paul.co.at/,Horizont.at
ÖBB Werbespot 2020,ÖBB,TV,2023-03-23,7218832,Armin Assinger,Bei Lidl Österreich ist mehr für dich drin.,http://walcher.co.at/,YouTube Leaderboard
ÖBB Werbespot 1982,ÖBB,Instagram,2022-03-05,6497153,Christoph Waltz,XXXLutz macht Wohnen zum Erlebnis.,https://www.glatz.org/,Horizont.at
Spar Werbespot 1973,Spar,TikTok,2024-12-19,31546,Anna Veith,"Jetzt neu bei Billa – frisch, regional, leiwand.",https://www.schaller-buchinger.com/,Meta Ads Library
A1 Telekom Werbespot 1976,A1 Telekom,TV,2021-12-23,3063256,Armin Assinger,Magenta – So geht Internet heute.,https://feichtinger-schaller.co.at/,YouTube Leaderboard
Billa Werbespot 1976,Billa,TikTok,2022-09-21,6747020,Armin Assinger,Magenta – So geht Internet heute.,http://www.meindl-lindinger.com/,YouTube Leaderboard
ÖBB Werbespot 2011,ÖBB,TV,2022-11-24,7692746,Anna Veith,Erste Bank – Weil du zählst.,http://lang-galler.at/,ORF
Spar Werbespot 1991,Spar,Instagram,2022-05-23,1011607,,ÖBB – Nachhaltig ans Ziel.,http://unterweger-klement.co.at/,Meta Ads Library
Billa Werbespot 2016,Billa,TikTok,2023-02-13,395276,Anna Veith,Magenta – So geht Internet heute.,https://klein-stecher.com/,Meta Ads Library
Hofer Werbespot 2003,Hofer,Instagram,2024-12-27,2755599,Marcel Hirscher,XXXLutz macht Wohnen zum Erlebnis.,http://www.rausch.com/,Horizont.at
Hofer Werbespot 1979,Hofer,Instagram,2024-11-17,1693351,Armin Assinger,Schneller surfen mit A1 – Österreichs schnellstes Netz.,http://windisch.at/,Horizont.at
Erste Bank Werbespot 1971,Erste Bank,Facebook,2024-08-11,3901699,,Erste Bank – Weil du zählst.,http://guenther.org/,Horizont.at
Hofer Werbespot 1987,Hofer,TikTok,2024-12-02,6389387,Anna Veith,Spar – wo Qualität auf Preis trifft.,https://www.kratzer-haiden.org/,YouTube Leaderboard
Red Bull Werbespot 2019,Red Bull,YouTube,2022-10-10,1964526,Manuel Rubey,ÖBB – Nachhaltig ans Ziel.,http://nagl.com/,ORF
Red Bull Werbespot 2004,Red Bull,YouTube,2020-05-21,6376359,DJ Ötzi,Magenta – So geht Internet heute.,http://www.fischer.co.at/,ORF
Spar Werbespot 2008,Spar,TikTok,2025-02-09,2007894,Anna Veith,Magenta – So geht Internet heute.,http://bichler-hagen.net/,Statista AT
Red Bull Werbespot 1985,Red Bull,Instagram,2020-10-31,790364,Christoph Waltz,"Jetzt neu bei Billa – frisch, regional, leiwand.",https://binder.co.at/,YouTube Leaderboard
Magenta Werbespot 2005,Magenta,Instagram,2023-05-16,3855824,Manuel Rubey,XXXLutz macht Wohnen zum Erlebnis.,https://wild-blauensteiner.at/,Horizont.at
Spar Werbespot 2014,Spar,Facebook,2023-01-20,5355352,,Magenta – So geht Internet heute.,http://herzog.org/,Meta Ads Library
Lidl Österreich Werbespot 1981,Lidl Österreich,YouTube,2023-07-03,3658900,,Red Bull verleiht dir Flüüügel.,https://rotter.at/,YouTube Leaderboard
Erste Bank Werbespot 2005,Erste Bank,Instagram,2022-06-09,7778202,Marcel Hirscher,Magenta – So geht Internet heute.,https://www.kugler.com/,ORF
ÖBB Werbespot 2003,ÖBB,Instagram,2024-05-25,1969673,Petra Frey,XXXLutz macht Wohnen zum Erlebnis.,http://www.fuerst-hammerer.at/,YouTube Leaderboard
Billa Werbespot 2005,Billa,YouTube,2022-09-08,1313678,,XXXLutz macht Wohnen zum Erlebnis.,http://www.fritz.org/,YouTube Leaderboard
Hofer Werbespot 2018,Hofer,Instagram,2021-04-21,3420074,Petra Frey,XXXLutz macht Wohnen zum Erlebnis.,http://schubert-enzinger.net/,Horizont.at
ÖBB Werbespot 2015,ÖBB,TV,2024-05-15,2596272,Anna Veith,Mit Hofer wird’s g’scheit günstig.,https://www.fruehwirth.net/,ORF
Spar Werbespot 1971,Spar,Facebook,2022-05-16,6784613,Conchita Wurst,Schneller surfen mit A1 – Österreichs schnellstes Netz.,http://www.puntigam.org/,Horizont.at
Red Bull Werbespot 1972,Red Bull,Instagram,2025-03-01,1254230,Anna Veith,XXXLutz macht Wohnen zum Erlebnis.,http://www.helm.org/,YouTube Leaderboard
ÖBB Werbespot 1997,ÖBB,TikTok,2025-02-03,420627,Manuel Rubey,Schneller surfen mit A1 – Österreichs schnellstes Netz.,http://hackl.org/,ORF
Billa Werbespot 2002,Billa,TV,2024-05-24,7178915,Armin Assinger,Mit Hofer wird’s g’scheit günstig.,http://www.rabl-fleischhacker.org/,Horizont.at
Magenta Werbespot 2022,Magenta,YouTube,2021-11-05,3885899,Anna Veith,XXXLutz macht Wohnen zum Erlebnis.,https://www.scherz.org/,YouTube Leaderboard
Spar Werbespot 2010,Spar,YouTube,2020-11-18,6975667,Armin Assinger,Spar – wo Qualität auf Preis trifft.,http://felder-eisner.at/,YouTube Leaderboard
A1 Telekom Werbespot 1983,A1 Telekom,Instagram,2024-09-29,5766978,Manuel Rubey,XXXLutz macht Wohnen zum Erlebnis.,https://www.eberhard.org/,Horizont.at
Lidl Österreich Werbespot 2010,Lidl Österreich,YouTube,2020-08-18,192873,Marcel Hirscher,XXXLutz macht Wohnen zum Erlebnis.,http://www.sailer-feigl.org/,YouTube Leaderboard
Hofer Werbespot 2006,Hofer,YouTube,2020-04-22,7602344,Christoph Waltz,Erste Bank – Weil du zählst.,https://wiedner-bischof.org/,Meta Ads Library
Red Bull Werbespot 1999,Red Bull,YouTube,2022-04-01,1419195,Petra Frey,Bei Lidl Österreich ist mehr für dich drin.,https://proell-strauss.org/,Statista AT
XXXLutz Werbespot 1976,XXXLutz,YouTube,2023-12-01,3220567,Petra Frey,Magenta – So geht Internet heute.,http://spitzer-handler.at/,YouTube Leaderboard
ÖBB Werbespot 1989,ÖBB,Facebook,2024-12-03,2316714,Anna Veith,Schneller surfen mit A1 – Österreichs schnellstes Netz.,https://aichinger.at/,Statista AT
Billa Werbespot 2009,Billa,TikTok,2024-09-28,5204029,Armin Assinger,Bei Lidl Österreich ist mehr für dich drin.,http://www.rudolf-gschwandtner.com/,YouTube Leaderboard
Erste Bank Werbespot 1997,Erste Bank,TV,2023-05-19,7415283,Petra Frey,ÖBB – Nachhaltig ans Ziel.,http://www.roth-prenner.com/,Statista AT
Red Bull Werbespot 1987,Red Bull,Instagram,2024-11-09,3222965,Conchita Wurst,Red Bull verleiht dir Flüüügel.,https://hofmann.co.at/,Statista AT
A1 Telekom Werbespot 1998,A1 Telekom,TikTok,2024-12-29,2100002,,ÖBB – Nachhaltig ans Ziel.,https://www.pfeffer-pertl.net/,Meta Ads Library
XXXLutz Werbespot 1987,XXXLutz,TV,2022-11-27,4577746,DJ Ötzi,Mit Hofer wird’s g’scheit günstig.,https://fiedler.at/,ORF
Lidl Österreich Werbespot 2020,Lidl Österreich,Instagram,2022-04-02,3267978,,Schneller surfen mit A1 – Österreichs schnellstes Netz.,https://www.haberl.net/,YouTube Leaderboard
Red Bull Werbespot 2023,Red Bull,TikTok,2023-03-06,1847274,DJ Ötzi,"Jetzt neu bei Billa – frisch, regional, leiwand.",http://www.riedl-aichinger.at/,ORF
Red Bull Werbespot 1979,Red Bull,TikTok,2024-04-23,3008364,Petra Frey,Bei Lidl Österreich ist mehr für dich drin.,https://www.herzog.com/,YouTube Leaderboard
Billa Werbespot 1975,Billa,Facebook,2020-08-14,5520178,Conchita Wurst,Spar – wo Qualität auf Preis trifft.,https://rupp.org/,ORF
Magenta Werbespot 1973,Magenta,Facebook,2021-10-15,4839255,Armin Assinger,Magenta – So geht Internet heute.,https://gruenberger.org/,ORF
Billa Werbespot 1989,Billa,Facebook,2021-12-15,4980413,Christoph Waltz,Erste Bank – Weil du zählst.,http://www.gamsjaeger.com/,ORF
Lidl Österreich Werbespot 1986,Lidl Österreich,Instagram,2020-04-19,7958698,Armin Assinger,Bei Lidl Österreich ist mehr für dich drin.,http://www.steinacher-kriegl.com/,Horizont.at
Billa Werbespot 2015,Billa,Facebook,2023-08-29,7028721,,Mit Hofer wird’s g’scheit günstig.,https://www.aschauer.at/,Horizont.at
Erste Bank Werbespot 1976,Erste Bank,TV,2024-12-21,328462,Christoph Waltz,XXXLutz macht Wohnen zum Erlebnis.,https://sulzer-hofmeister.co.at/,Meta Ads Library
A1 Telekom Werbespot 2011,A1 Telekom,Facebook,2021-12-14,177168,,ÖBB – Nachhaltig ans Ziel.,https://aichholzer.net/,Statista AT
Red Bull Werbespot 2004,Red Bull,TikTok,2021-03-15,1700005,DJ Ötzi,Red Bull verleiht dir Flüüügel.,http://erlacher-strauss.org/,ORF
Billa Werbespot 1987,Billa,YouTube,2024-11-15,193818,DJ Ötzi,Red Bull verleiht dir Flüüügel.,https://pfleger-mayrhofer.co.at/,Horizont.at
Billa Werbespot 2021,Billa,TikTok,2023-03-10,7229818,Conchita Wurst,Erste Bank – Weil du zählst.,https://weidinger.at/,Meta Ads Library
ÖBB Werbespot 1987,ÖBB,TV,2020-11-14,4925864,,XXXLutz macht Wohnen zum Erlebnis.,https://www.schmidl.com/,ORF
Erste Bank Werbespot 1998,Erste Bank,Facebook,2023-04-21,1331238,DJ Ötzi,Magenta – So geht Internet heute.,http://horn.net/,Statista AT
ÖBB Werbespot 2015,ÖBB,TikTok,2023-03-17,5828006,Christoph Waltz,Bei Lidl Österreich ist mehr für dich drin.,http://www.jank-kiss.co.at/,ORF
A1 Telekom Werbespot 2009,A1 Telekom,TikTok,2022-08-02,6842137,,Red Bull verleiht dir Flüüügel.,http://www.schoeberl-gruber.co.at/,Statista AT
Erste Bank Werbespot 2020,Erste Bank,Facebook,2022-05-11,1500725,Marcel Hirscher,"Jetzt neu bei Billa – frisch, regional, leiwand.",https://www.gruener.org/,Horizont.at
XXXLutz Werbespot 1994,XXXLutz,YouTube,2021-08-16,1537412,,Bei Lidl Österreich ist mehr für dich drin.,http://www.schartner.net/,ORF
Lidl Österreich Werbespot 2011,Lidl Österreich,TikTok,2020-05-09,883339,Anna Veith,Mit Hofer wird’s g’scheit günstig.,http://reinisch-jauk.net/,YouTube Leaderboard
ÖBB Werbespot 2009,ÖBB,Facebook,2022-08-20,2919254,Conchita Wurst,Erste Bank – Weil du zählst.,https://www.holl.org/,YouTube Leaderboard
Spar Werbespot 1978,Spar,Instagram,2020-10-04,3756603,,"Jetzt neu bei Billa – frisch, regional, leiwand.",https://becker.net/,ORF
